Date,Open,High,Low,Close,Adj Close,Volume,Price_Change,Gain,Loss,Avg_Gain,Avg_Loss,decision,decision1,decision2,decision3,decision4,decision5,Bullish,Neutral,Bearish,Total,Mov Avg,Spread,Average,#NAME?,#NAME?,High.1,Low.1,Daily_Return,Cumulative_Return,Sentiment_Diff,Price_Sentiment_Interaction,Month,Decision6
2019-08-15,2846.2,2856.67,2825.51,2847.6,2847.6,4041720000,7,7,0,13.31714286,22.80142857,1,1,1,0,0,0,0.23176,0.319742,0.448498,1,0.30912,-0.216738,0.375266258,0.476666611,0.273865906,2943.31,2825.71,0.002464268,0.999017682,-0.216738,1.62232,8,1
2019-08-16,2864.74,2893.63,2864.74,2888.68,2888.68,3524080000,41.08,41.08,0,16.25142857,20.88571429,1,1,1,0,0,0,0.23176,0.319742,0.448498,1,0.30912,-0.216738,0.375266258,0.476666611,0.273865906,2943.31,2825.71,0.014426183,1.013429694,-0.216738,9.5207008,8,1
2019-08-19,2913.48,2931,2913.48,2923.65,2923.65,3221050000,34.97,34.97,0,18.74928571,18.95,1,1,1,0,0,0,0.23176,0.319742,0.448498,1,0.30912,-0.216738,0.375266258,0.476666611,0.273865906,2943.31,2825.71,0.012105875,1.025698148,-0.216738,8.1046472,8,1
2019-08-20,2919.01,2923.63,2899.6,2900.51,2900.51,3067710000,53.4,53.4,0,22.16428571,18.18071429,0,1,0,0,0,0,0.23176,0.319742,0.448498,1,0.30912,-0.216738,0.375266258,0.476666611,0.273865906,2943.31,2825.71,-0.007914764,1.017579989,-0.216738,12.375984,8,1
2019-08-21,2922.04,2928.73,2917.91,2924.43,2924.43,3016540000,23.92,23.92,0,18.59357143,18.18071429,1,1,0,0,1,0,0.23176,0.319742,0.448498,1,0.30912,-0.216738,0.375266258,0.476666611,0.273865906,2943.31,2825.71,0.008246826,1.025971793,-0.216738,5.5436992,8,1
2019-08-22,2930.94,2939.08,2904.51,2922.95,2922.95,2893660000,-1.48,0,1.48,18.59357143,15.65214286,1,1,1,0,1,0,0.266355,0.336449,0.397196,1,0.305428125,-0.130841,0.375266258,0.476666611,0.273865906,2931,2825.51,-0.000506082,1.025452568,-0.130841,-0.3942054,8,2
2019-08-23,2911.07,2927.01,2834.97,2847.11,2847.11,3942520000,-75.84,0,75.84,18.43571429,21.06928571,0,1,1,0,1,0,0.266355,0.336449,0.397196,1,0.305428125,-0.130841,0.375266258,0.476666611,0.273865906,2931,2825.51,-0.02594639,0.998845776,-0.130841,-20.2003632,8,2
2019-08-26,2866.7,2879.27,2856,2878.38,2878.38,2859790000,31.27,31.27,0,16.80428571,21.06928571,1,1,1,0,1,0,0.266355,0.336449,0.397196,1,0.305428125,-0.130841,0.375266258,0.476666611,0.273865906,2931,2825.51,0.010983067,1.009816166,-0.130841,8.32892085,8,1
2019-08-27,2893.14,2898.79,2860.59,2869.16,2869.16,3537490000,-57.3,0,57.3,20.23857143,21.20571429,0,1,1,0,1,0,0.266355,0.336449,0.397196,1,0.305428125,-0.130841,0.375266258,0.476666611,0.273865906,2931,2825.51,-0.003203191,1.006581532,-0.130841,-15.2621415,8,2
2019-08-28,2861.28,2890.03,2853.05,2887.94,2887.94,3102480000,18.78,18.78,0,21.15285714,21.20571429,1,1,1,0,1,0,0.266355,0.336449,0.397196,1,0.305428125,-0.130841,0.375266258,0.476666611,0.273865906,2931,2825.51,0.00654547,1.013170081,-0.130841,5.0021469,8,1
2019-08-29,2910.37,2930.5,2905.67,2924.58,2924.58,3177150000,36.64,36.64,0,21.08142857,21.20571429,1,1,1,0,1,0,0.261307,0.316583,0.422111,1.000001,0.296647625,-0.160804,0.375266258,0.476666611,0.273865906,2939.08,2834.97,0.012687244,1.026024418,-0.160804,9.57428848,8,1
2019-08-30,2937.09,2940.43,2913.32,2926.46,2926.46,3009910000,1.88,1.88,0,21.21571429,15.08285714,0,1,0,0,1,0,0.261307,0.316583,0.422111,1.000001,0.296647625,-0.160804,0.375266258,0.476666611,0.273865906,2939.08,2834.97,0.000642827,1.026683974,-0.160804,0.49125716,8,1
2019-09-01,2909.01,3021.99,2891.85,2976.74,2976.74,74178980000,50.28,50.28,0,24.30714286,15.08285714,1,1,0,0,1,0,0.261307,0.316583,0.422111,1.000001,0.296647625,-0.160804,0.375266258,0.476666611,0.273865906,2939.08,2834.97,0.017181168,1.044323604,-0.160804,13.13851596,9,1
2019-09-02,2909.01,2985.86,2891.85,2978.71,2978.71,13707670000,1.97,1.97,0,21.51357143,15.08285714,1,1,0,0,1,0,0.261307,0.316583,0.422111,1.000001,0.296647625,-0.160804,0.375266258,0.476666611,0.273865906,2939.08,2834.97,0.000661798,1.045014735,-0.160804,0.51477479,9,1
2019-09-03,2909.01,2914.39,2891.85,2906.27,2906.27,3427830000,-72.44,0,72.44,19.01571429,20.25714286,1,1,0,0,1,0,0.261307,0.316583,0.422111,1.000001,0.296647625,-0.160804,0.375266258,0.476666611,0.273865906,2939.08,2834.97,-0.024319252,1.019600758,-0.160804,-18.92907908,9,2
2019-09-04,2924.67,2938.84,2921.86,2937.78,2937.78,3167900000,31.51,31.51,0,21.26642857,14.79,1,1,0,0,1,0,0.261307,0.316583,0.422111,1.000001,0.296647625,-0.160804,0.375266258,0.476666611,0.273865906,2939.08,2834.97,0.010842076,1.030655347,-0.160804,8.23378357,9,1
2019-09-05,2960.6,2985.86,2960.6,2976,2976,3902600000,38.22,38.22,0,20.18214286,14.79,1,1,0,0,1,0,0.28642,0.318519,0.395062,1.000001,0.29043625,-0.108642,0.375266258,0.476666611,0.273865906,2940.43,2853.05,0.013009824,1.044063991,-0.108642,10.9469724,9,1
2019-09-06,2980.33,2985.03,2972.51,2978.71,2978.71,3209340000,2.71,2.71,0,18.66714286,14.79,0,1,0,0,1,0,0.28642,0.318519,0.395062,1.000001,0.29043625,-0.108642,0.375266258,0.476666611,0.273865906,2940.43,2853.05,0.000910618,1.045014735,-0.108642,0.7761982,9,1
2019-09-09,2988.43,2989.43,2969.39,2978.43,2978.43,4031120000,-0.28,0,0.28,18.66714286,14.70428571,0,1,0,0,1,0,0.28642,0.318519,0.395062,1.000001,0.29043625,-0.108642,0.375266258,0.476666611,0.273865906,2940.43,2853.05,-9.40E-05,1.044916503,-0.108642,-0.0801976,9,2
2019-09-10,2971.01,2979.39,2957.01,2979.39,2979.39,4393040000,-28,0,28,18.50214286,11.28714286,1,1,0,0,1,0,0.28642,0.318519,0.395062,1.000001,0.29043625,-0.108642,0.375266258,0.476666611,0.273865906,2940.43,2853.05,0.000322317,1.045253298,-0.108642,-8.01976,9,2
2019-09-11,2981.41,3000.93,2975.31,3000.93,3000.93,3934370000,21.54,21.54,0,16.60642857,11.28714286,1,1,0,0,1,0,0.28642,0.318519,0.395062,1.000001,0.29043625,-0.108642,0.375266258,0.476666611,0.273865906,2940.43,2853.05,0.007229668,1.052810132,-0.108642,6.1694868,9,1
2019-09-12,3009.08,3020.74,3000.92,3009.57,3009.57,3796990000,8.64,8.64,0,17.22357143,7.194285714,0,1,0,0,1,0,0.33125,0.35625,0.3125,1,0.2869305,0.01875,0.375266258,0.476666611,0.273865906,3000.93,2921.86,0.002879107,1.055841285,0.01875,2.862,9,1
2019-09-13,3012.21,3017.33,3002.9,3007.39,3007.39,3557010000,-2.18,0,2.18,15.88214286,7.35,0,1,0,0,1,0,0.33125,0.35625,0.3125,1,0.2869305,0.01875,0.375266258,0.476666611,0.273865906,3000.93,2921.86,-0.000724356,1.05507648,0.01875,-0.722125,9,1
2019-09-16,2996.41,3002.19,2990.67,2997.96,2997.96,4285860000,-9.43,0,9.43,13.265,8.023571429,1,1,1,0,1,0,0.33125,0.35625,0.3125,1,0.2869305,0.01875,0.375266258,0.476666611,0.273865906,3000.93,2921.86,-0.003135609,1.051768173,0.01875,-3.1236875,9,1
2019-09-17,2995.67,3006.21,2993.73,3005.7,3005.7,3673250000,13.63,13.63,0,10.51285714,8.444285714,1,1,0,0,1,0,0.33125,0.35625,0.3125,1,0.2869305,0.01875,0.375266258,0.476666611,0.273865906,3000.93,2921.86,0.002581756,1.054483581,0.01875,4.5149375,9,1
2019-09-18,3001.5,3007.83,2978.57,3006.73,3006.73,3458800000,1.03,1.03,0,10.44571429,8.444285714,1,1,0,0,1,0,0.33125,0.35625,0.3125,1,0.2869305,0.01875,0.375266258,0.476666611,0.273865906,3000.93,2921.86,0.000342682,1.054844934,0.01875,0.3411875,9,1
2019-09-19,3010.36,3021.99,3003.16,3006.79,3006.79,3265660000,0.06,0.06,0,10.45,3.27,0,1,0,0,1,0,0.353383,0.368421,0.278195,0.999999,0.291426375,0.075188,0.375266258,0.476666611,0.273865906,3020.74,2975.31,2.00E-05,1.054865984,0.075188,0.02120298,9,1
2019-09-20,3008.42,3016.37,2984.68,2992.07,2992.07,6103440000,-14.72,0,14.72,8.199285714,4.321428571,0,1,0,0,1,0,0.353383,0.368421,0.278195,0.999999,0.291426375,0.075188,0.375266258,0.476666611,0.273865906,3020.74,2975.31,-0.004895586,1.049701796,0.075188,-5.20179776,9,1
2019-09-23,2983.5,2999.15,2982.23,2991.78,2991.78,3187250000,-0.29,0,0.29,5.469285714,4.342142857,1,1,0,0,0,0,0.353383,0.368421,0.278195,0.999999,0.291426375,0.075188,0.375266258,0.476666611,0.273865906,3020.74,2975.31,-9.69E-05,1.049600056,0.075188,-0.10248107,9,1
2019-09-24,3002.43,3007.98,2957.73,2966.6,2966.6,3872800000,4.81,4.81,0,5.619285714,6.464285714,0,1,1,0,0,0,0.353383,0.368421,0.278195,0.999999,0.291426375,0.075188,0.375266258,0.476666611,0.273865906,3020.74,2975.31,-0.008416394,1.040766208,0.075188,1.69977223,9,1
2019-09-25,2968.35,2989.82,2952.86,2984.87,2984.87,3331200000,18.27,18.27,0,4.855714286,6.464285714,1,1,1,0,0,0,0.353383,0.368421,0.278195,0.999999,0.291426375,0.075188,0.375266258,0.476666611,0.273865906,3020.74,2975.31,0.006158565,1.047175835,0.075188,6.45630741,9,1
2019-09-26,2985.73,2987.28,2963.71,2977.62,2977.62,3084910000,-7.25,0,7.25,4.855714286,4.982142857,1,1,1,0,0,0,0.293737,0.37365,0.332613,1,0.280096625,-0.038876,0.375266258,0.476666611,0.273865906,3021.99,2952.86,-0.002428917,1.044632332,-0.038876,-2.12959325,9,1
2019-09-27,2985.47,2987.31,2945.53,2961.79,2961.79,3246480000,-15.83,0,15.83,3.317142857,6.112857143,0,0,1,0,0,0,0.293737,0.37365,0.332613,1,0.280096625,-0.038876,0.375266258,0.476666611,0.273865906,3021.99,2952.86,-0.005316326,1.039078726,-0.038876,-4.64985671,9,1
2019-09-30,2967.07,2983.85,2967.07,2976.74,2976.74,3249130000,14.95,14.95,0,3.767857143,6.112857143,1,0,1,0,0,0,0.293737,0.37365,0.332613,1,0.280096625,-0.038876,0.375266258,0.476666611,0.273865906,3021.99,2952.86,0.005047623,1.044323604,-0.038876,4.39136815,9,1
2019-10-01,2983.69,2992.53,2938.7,2940.25,2940.25,3560750000,-11.76,0,11.76,3.767857143,7.89,0,1,1,0,0,0,0.293737,0.37365,0.332613,1,0.280096625,-0.038876,0.375266258,0.476666611,0.273865906,3021.99,2952.86,-0.012258377,1.031521892,-0.038876,-3.45434712,10,1
2019-10-02,2924.78,2924.78,2874.93,2887.61,2887.61,3914180000,-149.95,0,149.95,9.745,18.18,0,1,0,0,0,0,0.293737,0.37365,0.332613,1,0.280096625,-0.038876,0.375266258,0.476666611,0.273865906,3021.99,2952.86,-0.01790324,1.013054308,-0.038876,-44.04586315,10,1
2019-10-03,2885.38,2911.13,2855.94,2910.63,2910.63,3515130000,23.02,23.02,0,11.31571429,18.18,1,1,1,0,0,0,0.21374,0.391858,0.394402,1,0.279744,-0.180662,0.375266258,0.476666611,0.273865906,2992.53,2874.93,0.007971991,1.021130368,-0.180662,4.9202948,10,1
2019-10-04,2918.56,2953.74,2918.56,2952.01,2952.01,3005600000,41.38,41.38,0,14.26714286,18.18,1,1,1,0,0,0,0.21374,0.391858,0.394402,1,0.279744,-0.180662,0.375266258,0.476666611,0.273865906,2992.53,2874.93,0.014216853,1.035647628,-0.180662,8.8445612,10,1
2019-10-07,2944.23,2959.75,2935.68,2938.79,2938.79,2959050000,-13.22,0,13.22,14.26714286,18.07285714,0,1,1,0,0,0,0.21374,0.391858,0.394402,1,0.279744,-0.180662,0.375266258,0.476666611,0.273865906,2992.53,2874.93,-0.004478305,1.031009683,-0.180662,-2.8256428,10,2
2019-10-08,2920.4,2925.47,2892.66,2893.06,2893.06,3370700000,-77.21,0,77.21,16.51571429,21.425,0,1,1,0,0,0,0.21374,0.391858,0.394402,1,0.279744,-0.180662,0.375266258,0.476666611,0.273865906,2992.53,2874.93,-0.015560826,1.014966321,-0.180662,-16.5028654,10,2
2019-10-09,2911.1,2929.32,2907.41,2919.4,2919.4,2735350000,26.34,26.34,0,18.05357143,21.425,1,1,1,0,0,0,0.21374,0.391858,0.394402,1,0.279744,-0.180662,0.375266258,0.476666611,0.273865906,2992.53,2874.93,0.009104547,1.024207129,-0.180662,5.6299116,10,1
2019-10-10,2918.55,2948.46,2917.12,2938.13,2938.13,3234400000,18.73,18.73,0,18.08642857,21.425,1,1,1,0,0,0,0.203085,0.357326,0.439589,1,0.276159625,-0.236504,0.375266258,0.476666611,0.273865906,2959.75,2855.94,0.006415702,1.030778136,-0.236504,3.80378205,10,1
2019-10-11,2963.07,2993.28,2963.07,2970.27,2970.27,3581320000,32.14,32.14,0,20.38214286,20.90714286,0,1,1,0,0,0,0.203085,0.357326,0.439589,1,0.276159625,-0.236504,0.375266258,0.476666611,0.273865906,2959.75,2855.94,0.010938931,1.042053747,-0.236504,6.5271519,10,1
2019-10-14,2965.81,2972.84,2962.94,2966.15,2966.15,2559270000,-4.12,0,4.12,20.38214286,20.07071429,0,1,1,0,1,0,0.203085,0.357326,0.439589,1,0.276159625,-0.236504,0.375266258,0.476666611,0.273865906,2959.75,2855.94,-0.001387079,1.040608336,-0.236504,-0.8367102,10,2
2019-10-15,2973.61,3003.28,2973.61,2995.68,2995.68,3345090000,9.48,9.48,0,21.42357143,18.30428571,1,1,1,0,1,0,0.203085,0.357326,0.439589,1,0.276159625,-0.236504,0.375266258,0.476666611,0.273865906,2959.75,2855.94,0.009955666,1.050968285,-0.236504,1.9252458,10,1
2019-10-16,2989.68,2997.54,2985.2,2989.69,2989.69,3230320000,-5.99,0,5.99,21.42357143,17.89214286,0,0,1,0,1,0,0.203085,0.357326,0.439589,1,0.276159625,-0.236504,0.375266258,0.476666611,0.273865906,2959.75,2855.94,-0.001999546,1.048866826,-0.236504,-1.21647915,10,2
2019-10-17,3000.77,3008.29,2991.79,2997.95,2997.95,3103470000,8.26,8.26,0,15.06285714,17.89214286,0,0,1,0,1,0,0.336182,0.353276,0.310541,0.999999,0.284888,0.025641,0.375266258,0.476666611,0.273865906,3003.28,2907.41,0.002762828,1.051764665,0.025641,2.77686332,10,1
2019-10-18,2996.84,3000,2976.31,2986.2,2986.2,3268970000,-11.75,0,11.75,15.06285714,8.020714286,0,0,0,0,1,0,0.336182,0.353276,0.310541,0.999999,0.284888,0.025641,0.375266258,0.476666611,0.273865906,3003.28,2907.41,-0.003919345,1.047642436,0.025641,-3.9501385,10,1
2019-10-21,2996.48,3007.33,2995.35,3006.72,3006.72,3271960000,20.52,20.52,0,14.88428571,8.020714286,1,0,0,0,1,0,0.336182,0.353276,0.310541,0.999999,0.284888,0.025641,0.375266258,0.476666611,0.273865906,3003.28,2907.41,0.006871609,1.054841426,0.025641,6.89845464,10,1
2019-10-22,3010.73,3014.57,2995.04,2995.99,2995.99,3527540000,-26.56,0,26.56,13.05928571,8.973571429,0,0,0,0,1,0,0.336182,0.353276,0.310541,0.999999,0.284888,0.025641,0.375266258,0.476666611,0.273865906,3003.28,2907.41,-0.003568673,1.051077042,0.025641,-8.92899392,10,1
2019-10-23,2994.01,3004.78,2991.21,3004.52,3004.52,3413600000,8.53,8.53,0,11.42,8.973571429,1,0,0,0,1,0,0.336182,0.353276,0.310541,0.999999,0.284888,0.025641,0.375266258,0.476666611,0.273865906,3003.28,2907.41,0.002847139,1.054069604,0.025641,2.86763246,10,1
2019-10-24,3014.78,3016.07,3000.42,3010.29,3010.29,3696510000,5.77,5.77,0,11.83214286,3.458571429,1,0,0,0,1,0,0.356021,0.361257,0.282723,1.000001,0.29672725,0.073298,0.375266258,0.476666611,0.273865906,3014.57,2976.31,0.00192044,1.056093882,0.073298,2.05424117,10,1
2019-10-25,3003.32,3027.39,3001.94,3022.55,3022.55,3379060000,12.26,12.26,0,10.82642857,3.458571429,1,0,0,0,1,0,0.356021,0.361257,0.282723,1.000001,0.29672725,0.073298,0.375266258,0.476666611,0.273865906,3014.57,2976.31,0.004072697,1.060395032,0.073298,4.36481746,10,1
2019-10-28,3032.12,3044.08,3032.12,3039.42,3039.42,3524970000,16.87,16.87,0,10.69357143,3.458571429,1,0,0,0,1,0,0.356021,0.361257,0.282723,1.000001,0.29672725,0.073298,0.375266258,0.476666611,0.273865906,3014.57,2976.31,0.00558138,1.0663135,0.073298,6.00607427,10,1
2019-10-29,3035.39,3047.87,3034.81,3036.89,3036.89,3594430000,-30.02,0,30.02,10.36142857,5.308571429,0,0,0,0,1,0,0.356021,0.361257,0.282723,1.000001,0.29672725,0.073298,0.375266258,0.476666611,0.273865906,3014.57,2976.31,-0.000832396,1.065425905,0.073298,-10.68775042,10,1
2019-10-30,3039.74,3050.1,3025.96,3046.77,3046.77,3779660000,9.88,9.88,0,9.635,5.308571429,1,0,0,0,1,0,0.356021,0.361257,0.282723,1.000001,0.29672725,0.073298,0.375266258,0.476666611,0.273865906,3014.57,2976.31,0.003253328,1.068892085,0.073298,3.51748748,10,1
2019-10-31,3046.9,3046.9,3023.19,3037.56,3037.56,4149310000,-9.21,0,9.21,8.957857143,5.966428571,1,0,0,0,1,0,0.339759,0.375904,0.284337,1,0.303394625,0.055422,0.375266258,0.476666611,0.273865906,3050.1,2991.21,-0.003022873,1.06566096,0.055422,-3.12918039,10,1
2019-11-01,3050.72,3066.95,3050.72,3066.91,3066.91,3956290000,29.35,29.35,0,11.05428571,5.538571429,1,0,0,0,1,0,0.339759,0.375904,0.284337,1,0.303394625,0.055422,0.375266258,0.476666611,0.273865906,3050.1,2991.21,0.009662361,1.07595776,0.055422,9.97192665,11,1
2019-11-04,3078.96,3085.2,3074.87,3078.27,3078.27,4178040000,-62.71,0,62.71,15.755,9.178571429,0,1,0,0,1,0,0.339759,0.375904,0.284337,1,0.303394625,0.055422,0.375266258,0.476666611,0.273865906,3050.1,2991.21,0.003704054,1.079943166,0.055422,-21.30628689,11,1
2019-11-05,3080.8,3083.95,3072.15,3074.62,3074.62,4490590000,-18.46,0,18.46,14.21642857,10.49714286,0,1,0,0,1,0,0.339759,0.375904,0.284337,1,0.303394625,0.055422,0.375266258,0.476666611,0.273865906,3050.1,2991.21,-0.001185731,1.078662644,0.055422,-6.27195114,11,1
2019-11-06,3075.1,3078.34,3065.89,3076.78,3076.78,4465510000,2.16,2.16,0,14.37071429,8.6,1,1,0,0,1,0,0.339759,0.375904,0.284337,1,0.303394625,0.055422,0.375266258,0.476666611,0.273865906,3050.1,2991.21,0.000702526,1.079420432,0.055422,0.73387944,11,1
2019-11-07,3087.02,3097.77,3080.23,3085.18,3085.18,4151990000,8.4,8.4,0,14.36142857,8.6,0,1,0,0,1,0,0.403023,0.357683,0.239295,1.000001,0.31236625,0.163728,0.375266258,0.476666611,0.273865906,3085.2,3023.19,0.002730127,1.082367387,0.163728,3.3853932,11,0
2019-11-08,3081.25,3093.09,3073.58,3093.08,3093.08,3508160000,7.9,7.9,0,14.51357143,8.6,1,1,0,0,1,0,0.403023,0.357683,0.239295,1.000001,0.31236625,0.163728,0.375266258,0.476666611,0.273865906,3085.2,3023.19,0.002560629,1.085138928,0.163728,3.1838817,11,0
2019-11-11,3080.33,3088.33,3075.82,3087.01,3087.01,3041120000,-6.07,0,6.07,13.63785714,9.033571429,1,1,0,0,1,0,0.403023,0.357683,0.239295,1.000001,0.31236625,0.163728,0.375266258,0.476666611,0.273865906,3085.2,3023.19,-0.001962445,1.083009402,0.163728,-2.44634961,11,1
2019-11-12,3089.28,3102.61,3084.73,3091.84,3091.84,3495560000,-28.62,0,28.62,12.85857143,11.07785714,0,1,0,0,1,0,0.403023,0.357683,0.239295,1.000001,0.31236625,0.163728,0.375266258,0.476666611,0.273865906,3085.2,3023.19,0.001564621,1.084703901,0.163728,-11.53451826,11,1
2019-11-13,3084.18,3098.06,3078.8,3094.04,3094.04,3513720000,2.2,2.2,0,13.01571429,8.933571429,1,1,0,0,0,0,0.403023,0.357683,0.239295,1.000001,0.31236625,0.163728,0.375266258,0.476666611,0.273865906,3085.2,3023.19,0.00071155,1.085475723,0.163728,0.8866506,11,0
2019-11-14,3090.75,3098.2,3083.26,3096.63,3096.63,3282090000,2.59,2.59,0,12.495,8.933571429,1,1,0,0,0,0,0.407229,0.344578,0.248193,1,0.319097,0.159036,0.375266258,0.476666611,0.273865906,3102.61,3065.89,0.000837093,1.086384367,0.159036,1.05472311,11,0
2019-11-15,3107.92,3120.46,3104.6,3120.46,3120.46,3359800000,23.83,23.83,0,14.19714286,8.275714286,1,1,0,0,0,0,0.407229,0.344578,0.248193,1,0.319097,0.159036,0.375266258,0.476666611,0.273865906,3102.61,3065.89,0.007695462,1.094744597,0.159036,9.70426707,11,0
2019-11-18,3117.91,3124.17,3112.06,3122.03,3122.03,3440140000,1.57,1.57,0,12.21285714,8.275714286,1,1,0,0,1,0,0.407229,0.344578,0.248193,1,0.319097,0.159036,0.375266258,0.476666611,0.273865906,3102.61,3065.89,0.000503131,1.095295397,0.159036,0.63934953,11,0
2019-11-19,3127.45,3127.64,3113.47,3120.18,3120.18,3613670000,9.89,9.89,0,7.628571429,4.635,0,1,0,0,0,0,0.407229,0.344578,0.248193,1,0.319097,0.159036,0.375266258,0.476666611,0.273865906,3102.61,3065.89,-0.000592563,1.094646365,0.159036,4.02749481,11,0
2019-11-20,3114.66,3118.97,3091.41,3108.46,3108.46,4041010000,-11.72,0,11.72,6.570714286,5.472142857,1,1,0,0,0,0,0.407229,0.344578,0.248193,1,0.319097,0.159036,0.375266258,0.476666611,0.273865906,3102.61,3065.89,-0.003756194,1.090534662,0.159036,-4.77272388,11,1
2019-11-21,3108.49,3110.11,3094.55,3103.54,3103.54,3744010000,-4.92,0,4.92,6.570714286,4.505,1,1,0,0,0,0,0.342432,0.367246,0.290323,1.000001,0.325183875,0.052109,0.375266258,0.476666611,0.273865906,3127.64,3078.8,-0.001582777,1.088808588,0.052109,-1.68476544,11,1
2019-11-22,3111.41,3112.87,3099.26,3110.29,3110.29,3235270000,6.75,6.75,0,6.898571429,4.505,1,1,0,0,0,0,0.342432,0.367246,0.290323,1.000001,0.325183875,0.052109,0.375266258,0.476666611,0.273865906,3127.64,3078.8,0.002174936,1.091176677,0.052109,2.311416,11,1
2019-11-25,3117.44,3133.83,3117.44,3133.64,3133.64,3514310000,23.35,23.35,0,7.966428571,4.505,1,1,0,0,0,0,0.342432,0.367246,0.290323,1.000001,0.325183875,0.052109,0.375266258,0.476666611,0.273865906,3127.64,3078.8,0.007507339,1.09936851,0.052109,7.9957872,11,1
2019-11-26,3134.85,3142.69,3131,3140.52,3140.52,4600450000,-0.46,0,0.46,7.926428571,4.104285714,1,1,0,0,0,0,0.342432,0.367246,0.290323,1.000001,0.325183875,0.052109,0.375266258,0.476666611,0.273865906,3127.64,3078.8,0.00219553,1.101782206,0.052109,-0.15751872,11,1
2019-11-27,3145.49,3154.26,3143.41,3153.63,3153.63,3035470000,13.11,13.11,0,6.473571429,4.104285714,1,1,0,0,1,0,0.342432,0.367246,0.290323,1.000001,0.325183875,0.052109,0.375266258,0.476666611,0.273865906,3127.64,3078.8,0.004174468,1.10638156,0.052109,4.48928352,11,1
2019-11-29,3147.18,3150.3,3139.34,3140.98,3140.98,1743420000,-12.65,0,12.65,6.473571429,2.963571429,0,1,0,0,1,0,0.336391,0.360856,0.302752,0.999999,0.34051525,0.033639,0.375266258,0.476666611,0.273865906,3154.26,3091.41,-0.004011251,1.101943587,0.033639,-4.25534615,11,1
2019-12-01,3143.85,3247.93,3070.33,3230.78,3230.78,72325540000,89.8,89.8,0,12.73071429,2.963571429,1,1,0,0,1,0,0.336391,0.360856,0.302752,0.999999,0.34051525,0.033639,0.375266258,0.476666611,0.273865906,3154.26,3091.41,0.028589803,1.133447937,0.033639,30.2079118,12,1
2019-12-02,3143.85,3144.31,3110.78,3113.87,3113.87,3285750000,-116.91,0,116.91,12.54571429,11.31428571,0,1,0,0,1,0,0.336391,0.360856,0.302752,0.999999,0.34051525,0.033639,0.375266258,0.476666611,0.273865906,3154.26,3091.41,-0.036186308,1.092432641,0.033639,-39.32747181,12,1
2019-12-03,3087.41,3094.97,3070.33,3093.2,3093.2,3671580000,-52.71,0,52.71,13.02,15.07928571,1,1,1,0,0,0,0.336391,0.360856,0.302752,0.999999,0.34051525,0.033639,0.375266258,0.476666611,0.273865906,3154.26,3091.41,-0.006638042,1.085181027,0.033639,-17.73116961,12,1
2019-12-04,3103.5,3119.38,3102.53,3112.76,3112.76,3702980000,19.56,19.56,0,14.41714286,14.24071429,1,1,1,0,0,0,0.336391,0.360856,0.302752,0.999999,0.34051525,0.033639,0.375266258,0.476666611,0.273865906,3154.26,3091.41,0.006323548,1.092043222,0.033639,6.57980796,12,1
2019-12-05,3119.21,3119.45,3103.76,3117.43,3117.43,3360480000,4.67,4.67,0,14.04428571,14.24071429,1,1,1,0,0,0,0.317152,0.391586,0.291262,1,0.354773625,0.02589,0.375266258,0.476666611,0.273865906,3154.26,3070.33,0.001500276,1.093681589,0.02589,1.48109984,12,1
2019-12-06,3134.62,3150.6,3134.62,3145.91,3145.91,3483310000,28.48,28.48,0,16.07857143,13.40357143,1,1,1,0,0,0,0.317152,0.391586,0.291262,1,0.354773625,0.02589,0.375266258,0.476666611,0.273865906,3154.26,3070.33,0.00913573,1.103673169,0.02589,9.03248896,12,1
2019-12-09,3141.86,3148.87,3135.46,3135.96,3135.96,3400470000,-9.95,0,9.95,16.07857143,13.76285714,0,1,1,0,0,0,0.317152,0.391586,0.291262,1,0.354773625,0.02589,0.375266258,0.476666611,0.273865906,3154.26,3070.33,-0.003162837,1.100182431,0.02589,-3.1556624,12,1
2019-12-10,3135.36,3142.12,3126.09,3132.52,3132.52,3346310000,-36.28,0,36.28,16.27428571,16.35428571,0,1,1,0,0,0,0.317152,0.391586,0.291262,1,0.354773625,0.02589,0.375266258,0.476666611,0.273865906,3154.26,3070.33,-0.001096953,1.098975582,0.02589,-11.50627456,12,1
2019-12-11,3135.75,3143.98,3133.21,3141.63,3141.63,3257650000,9.11,9.11,0,16.40071429,16.35428571,1,1,1,0,0,0,0.317152,0.391586,0.291262,1,0.354773625,0.02589,0.375266258,0.476666611,0.273865906,3154.26,3070.33,0.002908202,1.102171625,0.02589,2.88925472,12,1
2019-12-12,3141.23,3176.28,3138.47,3168.57,3168.57,4003200000,26.94,26.94,0,18.325,16.32142857,1,1,1,0,0,0,0.376316,0.363158,0.260526,1,0.359790375,0.11579,0.375266258,0.476666611,0.273865906,3150.6,3102.53,0.008575166,1.11162293,0.11579,10.13795304,12,0
2019-12-13,3166.65,3182.68,3156.51,3168.8,3168.8,3757650000,0.23,0.23,0,17.405,16.32142857,0,1,1,0,0,0,0.376316,0.363158,0.260526,1,0.359790375,0.11579,0.375266258,0.476666611,0.273865906,3150.6,3102.53,7.26E-05,1.111703621,0.11579,0.08655268,12,0
